"Fecha","AMD.Open","AMD.High","AMD.Low","AMD.Close","AMD.Volume","AMD.Adjusted"
2013-11-01,3.36999988555908,3.36999988555908,3.29999995231628,3.30999994277954,14422000,3.30999994277954
2013-11-04,3.33999991416931,3.38000011444092,3.28999996185303,3.3199999332428,16749400,3.3199999332428
2013-11-05,3.3199999332428,3.34999990463257,3.28999996185303,3.32999992370605,14003100,3.32999992370605
2013-11-06,3.32999992370605,3.34999990463257,3.29999995231628,3.3199999332428,15065300,3.3199999332428
2013-11-07,3.32999992370605,3.32999992370605,3.23000001907349,3.27999997138977,18856200,3.27999997138977
2013-11-08,3.25999999046326,3.28999996185303,3.20000004768372,3.26999998092651,12072000,3.26999998092651
2013-11-11,3.28999996185303,3.33999991416931,3.25,3.33999991416931,12981500,3.33999991416931
2013-11-12,3.33999991416931,3.45000004768372,3.32999992370605,3.44000005722046,20185800,3.44000005722046
2013-11-13,3.5,3.54999995231628,3.46000003814697,3.53999996185303,28914000,3.53999996185303
2013-11-14,3.54999995231628,3.5699999332428,3.47000002861023,3.51999998092651,15123200,3.51999998092651
2013-11-15,3.52999997138977,3.52999997138977,3.48000001907349,3.5,11570800,3.5
2013-11-18,3.52999997138977,3.53999996185303,3.47000002861023,3.47000002861023,13170900,3.47000002861023
2013-11-19,3.46000003814697,3.48000001907349,3.35999989509583,3.42000007629395,20169800,3.42000007629395
2013-11-20,3.44000005722046,3.46000003814697,3.40000009536743,3.42000007629395,9937400,3.42000007629395
2013-11-21,3.4300000667572,3.44000005722046,3.34999990463257,3.36999988555908,13646200,3.36999988555908
2013-11-22,3.38000011444092,3.39000010490417,3.32999992370605,3.33999991416931,11315300,3.33999991416931
2013-11-25,3.35999989509583,3.40000009536743,3.33999991416931,3.39000010490417,11605400,3.39000010490417
2013-11-26,3.42000007629395,3.48000001907349,3.40000009536743,3.45000004768372,16989300,3.45000004768372
2013-11-27,3.48000001907349,3.57999992370605,3.46000003814697,3.55999994277954,19876400,3.55999994277954
2013-11-29,3.59999990463257,3.6800000667572,3.57999992370605,3.64000010490417,15448400,3.64000010490417
2013-12-02,3.65000009536743,3.70000004768372,3.55999994277954,3.66000008583069,24119700,3.66000008583069
2013-12-03,3.64000010490417,3.71000003814697,3.57999992370605,3.61999988555908,23323200,3.61999988555908
2013-12-04,3.5699999332428,3.63000011444092,3.48000001907349,3.5699999332428,21609700,3.5699999332428
2013-12-05,3.55999994277954,3.65000009536743,3.54999995231628,3.64000010490417,14465700,3.64000010490417
2013-12-06,3.67000007629395,3.70000004768372,3.63000011444092,3.66000008583069,15825300,3.66000008583069
2013-12-09,3.66000008583069,3.70000004768372,3.63000011444092,3.63000011444092,10470700,3.63000011444092
2013-12-10,3.63000011444092,3.77999997138977,3.59999990463257,3.72000002861023,29571500,3.72000002861023
2013-12-11,3.74000000953674,3.76999998092651,3.66000008583069,3.6800000667572,13436700,3.6800000667572
2013-12-12,3.6800000667572,3.75,3.65000009536743,3.69000005722046,10013900,3.69000005722046
2013-12-13,3.70000004768372,3.72000002861023,3.65000009536743,3.69000005722046,9074200,3.69000005722046
2013-12-16,3.64000010490417,3.66000008583069,3.50999999046326,3.58999991416931,22228600,3.58999991416931
2013-12-17,3.59999990463257,3.67000007629395,3.57999992370605,3.65000009536743,14836400,3.65000009536743
2013-12-18,3.64000010490417,3.67000007629395,3.59999990463257,3.65000009536743,12658100,3.65000009536743
2013-12-19,3.64000010490417,3.6800000667572,3.59999990463257,3.65000009536743,10419000,3.65000009536743
2013-12-20,3.64000010490417,3.70000004768372,3.64000010490417,3.69000005722046,12762700,3.69000005722046
2013-12-23,3.74000000953674,3.77999997138977,3.72000002861023,3.75,14531000,3.75
2013-12-24,3.76999998092651,3.79999995231628,3.75,3.76999998092651,5798900,3.76999998092651
2013-12-26,3.79999995231628,3.84999990463257,3.78999996185303,3.79999995231628,9887600,3.79999995231628
2013-12-27,3.8199999332428,3.82999992370605,3.75999999046326,3.77999997138977,8248800,3.77999997138977
2013-12-30,3.78999996185303,3.88000011444092,3.77999997138977,3.84999990463257,17519300,3.84999990463257
2013-12-31,3.86999988555908,3.88000011444092,3.82999992370605,3.86999988555908,12347800,3.86999988555908
2014-01-02,3.84999990463257,3.98000001907349,3.83999991416931,3.95000004768372,20548400,3.95000004768372
2014-01-03,3.98000001907349,4,3.88000011444092,4,22887200,4
2014-01-06,4.01000022888184,4.17999982833862,3.99000000953674,4.13000011444092,42398300,4.13000011444092
2014-01-07,4.19000005722046,4.25,4.1100001335144,4.17999982833862,42932100,4.17999982833862
2014-01-08,4.23000001907349,4.26000022888184,4.1399998664856,4.17999982833862,30678700,4.17999982833862
2014-01-09,4.19999980926514,4.23000001907349,4.05000019073486,4.09000015258789,30667600,4.09000015258789
2014-01-10,4.09000015258789,4.19999980926514,4.07000017166138,4.17000007629395,20840800,4.17000007629395
2014-01-13,4.19000005722046,4.19999980926514,4.09000015258789,4.13000011444092,22856100,4.13000011444092
2014-01-14,4.1399998664856,4.30000019073486,4.13000011444092,4.30000019073486,42434800,4.30000019073486
2014-01-15,4.34000015258789,4.59999990463257,4.32000017166138,4.46999979019165,66613100,4.46999979019165
2014-01-16,4.5,4.51000022888184,4.32000017166138,4.38000011444092,46975600,4.38000011444092
2014-01-17,4.15000009536743,4.34999990463257,4.1100001335144,4.17999982833862,45842700,4.17999982833862
2014-01-21,4.30999994277954,4.34000015258789,4.13000011444092,4.17000007629395,58702900,4.17000007629395
2014-01-22,3.78999996185303,3.8199999332428,3.66000008583069,3.67000007629395,86329500,3.67000007629395
2014-01-23,3.67000007629395,3.6800000667572,3.57999992370605,3.61999988555908,29844700,3.61999988555908
