"Fecha","MNST.Open","MNST.High","MNST.Low","MNST.Close","MNST.Volume","MNST.Adjusted"
2013-11-01,9.59166717529297,9.61666679382324,9.40833282470703,9.44833278656006,6219000,9.44833278656006
2013-11-04,9.46000003814697,9.55500030517578,9.43166732788086,9.44999980926514,6715800,9.44999980926514
2013-11-05,9.46833324432373,9.6966667175293,9.41666698455811,9.58666706085205,6454200,9.58666706085205
2013-11-06,9.58500003814697,9.66666698455811,9.4766674041748,9.63833332061768,7143000,9.63833332061768
2013-11-07,9.625,9.64166736602783,9.50500011444092,9.51833343505859,11299200,9.51833343505859
2013-11-08,9.31833267211914,9.61333274841309,9.06833267211914,9.19333267211914,19995600,9.19333267211914
2013-11-11,9.1966667175293,9.33666706085205,9.17666721343994,9.30000019073486,9010800,9.30000019073486
2013-11-12,9.25833320617676,9.42333316802979,9.23999977111816,9.33166694641113,9909600,9.33166694641113
2013-11-13,9.31666660308838,9.52499961853027,9.2733325958252,9.51500034332275,7484400,9.51500034332275
2013-11-14,9.54500007629395,9.69166660308838,9.51500034332275,9.61999988555908,6393600,9.61999988555908
2013-11-15,9.74833297729492,9.74833297729492,9.44333267211914,9.57666683197021,7201200,9.57666683197021
2013-11-18,9.60666656494141,9.65833282470703,9.49666690826416,9.50500011444092,7439400,9.50500011444092
2013-11-19,9.493332862854,9.6016674041748,9.46333312988281,9.51000022888184,7653000,9.51000022888184
2013-11-20,9.51500034332275,9.57333278656006,9.45666694641113,9.47500038146973,8059200,9.47500038146973
2013-11-21,9.48333263397217,9.59166717529297,9.46000003814697,9.5233325958252,8332200,9.5233325958252
2013-11-22,9.51166725158691,9.57999992370605,9.48666667938232,9.5533332824707,10115400,9.5533332824707
2013-11-25,9.61166667938232,9.756667137146,9.51166725158691,9.53666687011719,10422600,9.53666687011719
2013-11-26,9.618332862854,9.83333301544189,9.59500026702881,9.80000019073486,15808800,9.80000019073486
2013-11-27,9.86499977111816,9.99833297729492,9.79500007629395,9.97500038146973,7101000,9.97500038146973
2013-11-29,10,10.0416669845581,9.84666728973389,9.86333274841309,3033000,9.86333274841309
2013-12-02,10.2733325958252,10.2749996185303,9.881667137146,9.91833305358887,12728400,9.91833305358887
2013-12-03,9.85999965667725,10.2299995422363,9.85999965667725,10.2116670608521,14110800,10.2116670608521
2013-12-04,10.1733331680298,10.4266672134399,10.0950002670288,10.414999961853,13588800,10.414999961853
2013-12-05,10.3649997711182,10.421667098999,10.1966667175293,10.381667137146,8723400,10.381667137146
2013-12-06,10.4833326339722,10.5616674423218,10.3633327484131,10.5083332061768,6309000,10.5083332061768
2013-12-09,10.506667137146,10.5500001907349,10.4483327865601,10.5183334350586,4791000,10.5183334350586
2013-12-10,10.5200004577637,10.5749998092651,10.4949998855591,10.5450000762939,6468600,10.5450000762939
2013-12-11,10.5900001525879,10.5950002670288,10.4366674423218,10.4483327865601,5928000,10.4483327865601
2013-12-12,10.3950004577637,10.4566669464111,10.2233333587646,10.2650003433228,6994200,10.2650003433228
2013-12-13,10.3216667175293,10.3800001144409,10.2150001525879,10.243332862854,5151000,10.243332862854
2013-12-16,10.6133327484131,10.7016668319702,10.4883327484131,10.6000003814697,12078600,10.6000003814697
2013-12-17,10.283332824707,10.6700000762939,10.2766666412354,10.5649995803833,9212400,10.5649995803833
2013-12-18,10.5833330154419,10.875,10.506667137146,10.8599996566772,11219400,10.8599996566772
2013-12-19,10.9016666412354,11.091667175293,10.7716665267944,11.039999961853,11376000,11.039999961853
2013-12-20,11.1033334732056,11.2366666793823,11.0316667556763,11.039999961853,12839400,11.039999961853
2013-12-23,11.0716667175293,11.2266674041748,11.0600004196167,11.1850004196167,8278200,11.1850004196167
2013-12-24,11.2250003814697,11.2383327484131,11.1000003814697,11.2266674041748,1774200,11.2266674041748
2013-12-26,11.2049999237061,11.2866668701172,11.158332824707,11.243332862854,3586200,11.243332862854
2013-12-27,11.2883329391479,11.3883333206177,11.1700000762939,11.2366666793823,3111600,11.2366666793823
2013-12-30,11.2600002288818,11.3699998855591,11.2383327484131,11.3000001907349,3765600,11.3000001907349
2013-12-31,11.3233327865601,11.335000038147,11.2150001525879,11.2950000762939,3508800,11.2950000762939
2014-01-02,11.3133325576782,11.3316669464111,11.1083326339722,11.1300001144409,9180600,11.1300001144409
2014-01-03,11.3833332061768,11.3833332061768,11.2083330154419,11.2533330917358,9709200,11.2533330917358
2014-01-06,11.2449998855591,11.2916669845581,11.0749998092651,11.0766668319702,13118400,11.0766668319702
2014-01-07,11.2116670608521,11.4350004196167,11.1850004196167,11.289999961853,11219400,11.289999961853
2014-01-08,11.3616666793823,11.5866670608521,11.3549995422363,11.3983325958252,15684600,11.3983325958252
2014-01-09,11.4433326721191,11.4616670608521,11.1800003051758,11.2583332061768,8235600,11.2583332061768
2014-01-10,11.2749996185303,11.7349996566772,11.2183332443237,11.6366672515869,19736400,11.6366672515869
2014-01-13,11.7416667938232,11.7483329772949,11.5166673660278,11.6199998855591,16212600,11.6199998855591
2014-01-14,11.6400003433228,11.6400003433228,11.4583330154419,11.5366668701172,7801200,11.5366668701172
2014-01-15,11.5216665267944,11.5583333969116,11.3783330917358,11.5150003433228,5227200,11.5150003433228
2014-01-16,11.5550003051758,11.6350002288818,11.4949998855591,11.5900001525879,3859800,11.5900001525879
2014-01-17,11.453332901001,11.5833330154419,11.453332901001,11.5200004577637,5018400,11.5200004577637
2014-01-21,11.5883331298828,11.716667175293,11.5416669845581,11.6300001144409,7510200,11.6300001144409
2014-01-22,11.6266670227051,11.6850004196167,11.5683326721191,11.6516666412354,4761000,11.6516666412354
2014-01-23,11.5483331680298,11.625,11.3999996185303,11.506667137146,5485200,11.506667137146
2014-01-24,11.453332901001,11.453332901001,11.1633329391479,11.2583332061768,6771000,11.2583332061768
2014-01-27,11.289999961853,11.3500003814697,11.1949996948242,11.2866668701172,9027600,11.2866668701172
2014-01-28,11.3066673278809,11.5416669845581,11.2616672515869,11.4916667938232,9421800,11.4916667938232
2014-01-29,11.4283332824707,11.4366674423218,11.2683334350586,11.2950000762939,7228800,11.2950000762939
2014-01-30,11.3483333587646,11.5266666412354,11.3166666030884,11.4449996948242,7293600,11.4449996948242
2014-01-31,11.1633329391479,11.414999961853,11.0516672134399,11.3166666030884,7919400,11.3166666030884
2014-02-03,11.3516674041748,11.4049997329712,11.0733327865601,11.1566667556763,10996800,11.1566667556763
2014-02-04,11.2116670608521,11.2650003433228,11.0900001525879,11.2316665649414,8440200,11.2316665649414
2014-02-05,11.1450004577637,11.2316665649414,11.0866670608521,11.1083326339722,10924800,11.1083326339722
2014-02-06,11.164999961853,11.4099998474121,11.1000003814697,11.3366670608521,9531600,11.3366670608521
2014-02-07,11.3500003814697,11.5666666030884,11.1633329391479,11.4116668701172,9872400,11.4116668701172
2014-02-10,11.3033332824707,11.7950000762939,11.1933326721191,11.7816667556763,8362800,11.7816667556763
2014-02-11,11.8233327865601,12.2066669464111,11.8116674423218,12.1633329391479,15078600,12.1633329391479
2014-02-12,12.216667175293,12.216667175293,11.9250001907349,11.966667175293,10945800,11.966667175293
2014-02-13,11.881667137146,11.9183330535889,11.7216672897339,11.8883333206177,8886600,11.8883333206177
2014-02-14,11.8333330154419,11.9783334732056,11.8000001907349,11.9316673278809,5589000,11.9316673278809
2014-02-18,11.9983329772949,12.0366668701172,11.8383331298828,12.0016670227051,6723600,12.0016670227051
2014-02-19,11.9716672897339,12.1983327865601,11.9066667556763,12.1916666030884,7809000,12.1916666030884
2014-02-20,12.1966667175293,12.506667137146,12.1966667175293,12.4499998092651,11912400,12.4499998092651
2014-02-21,12.5266666412354,12.5683326721191,12.375,12.4650001525879,10288200,12.4650001525879
2014-02-24,12.5,12.6049995422363,12.4066667556763,12.4200000762939,11507400,12.4200000762939
2014-02-25,12.2550001144409,12.2916669845581,11.8599996566772,11.8983325958252,15132000,11.8983325958252
2014-02-26,11.9316673278809,11.9816665649414,11.8199996948242,11.8333330154419,8216400,11.8333330154419
2014-02-27,12.006667137146,12.0116672515869,11.7816667556763,11.8599996566772,12622800,11.8599996566772
2014-02-28,12.4466667175293,12.5816669464111,12.1333332061768,12.3333330154419,25474200,12.3333330154419
2014-03-03,12.2233333587646,12.3199996948242,12.0349998474121,12.0983333587646,12388200,12.0983333587646
2014-03-04,12.1350002288818,12.4250001907349,12.1350002288818,12.4116668701172,14382000,12.4116668701172
2014-03-05,12.3633327484131,12.3716669082642,12.2150001525879,12.2399997711182,7623600,12.2399997711182
2014-03-06,12.3216667175293,12.3616666793823,12.1300001144409,12.1400003433228,7121400,12.1400003433228
2014-03-07,12.1549997329712,12.2650003433228,12.0883331298828,12.2316665649414,8716200,12.2316665649414
2014-03-10,12.2200002670288,12.256667137146,12.1433334350586,12.2200002670288,4514400,12.2200002670288
2014-03-11,12.1833333969116,12.3366670608521,12.1499996185303,12.283332824707,7983000,12.283332824707
2014-03-12,12.1866674423218,12.2533330917358,12.1099996566772,12.2133331298828,4713600,12.2133331298828
2014-03-13,12.2516670227051,12.2666673660278,11.6199998855591,11.6916666030884,12428400,11.6916666030884
2014-03-14,11.6800003051758,11.8216667175293,11.664999961853,11.6766672134399,7928400,11.6766672134399
2014-03-17,11.7616672515869,11.8850002288818,11.6850004196167,11.8183326721191,9486000,11.8183326721191
2014-03-18,11.835000038147,11.9316673278809,11.8066673278809,11.8316669464111,4972200,11.8316669464111
2014-03-19,11.8500003814697,11.9166669845581,11.539999961853,11.6033334732056,6846600,11.6033334732056
2014-03-20,11.5299997329712,11.6633329391479,11.4866666793823,11.6083326339722,5028600,11.6083326339722
2014-03-21,11.7483329772949,11.8166666030884,11.4399995803833,11.4716672897339,12768600,11.4716672897339
2014-03-24,11.5133333206177,11.546667098999,11.2866668701172,11.3149995803833,8728200,11.3149995803833
2014-03-25,11.4183330535889,11.546667098999,11.3100004196167,11.3666667938232,7153800,11.3666667938232
2014-03-26,11.3983325958252,11.4983329772949,11.3616666793823,11.3633327484131,5688000,11.3633327484131
2014-03-27,11.3699998855591,11.4866666793823,11.3450002670288,11.4266672134399,6237600,11.4266672134399
2014-03-28,11.5150003433228,11.6266670227051,11.4549999237061,11.5816669464111,4700400,11.5816669464111
2014-03-31,11.6566667556763,11.7299995422363,11.5649995803833,11.5749998092651,7415400,11.5749998092651
2014-04-01,11.6233329772949,11.9200000762939,11.5900001525879,11.841667175293,7486800,11.841667175293
2014-04-02,11.8233327865601,11.8699998855591,11.5950002670288,11.6083326339722,5083800,11.6083326339722
2014-04-03,11.5983333587646,11.6216669082642,11.3266668319702,11.335000038147,8309400,11.335000038147
2014-04-04,11.3733329772949,11.4783334732056,11.0966672897339,11.1099996566772,11058600,11.1099996566772
2014-04-07,11.0666666030884,11.2083330154419,10.9516668319702,11.1383333206177,7492800,11.1383333206177
2014-04-08,11.118332862854,11.1666669845581,10.9049997329712,10.9750003814697,7659000,10.9750003814697
2014-04-09,11.0366668701172,11.5133333206177,10.9716672897339,11.4816665649414,12240600,11.4816665649414
2014-04-10,11.3633327484131,11.4566669464111,10.6516666412354,10.6733331680298,19749600,10.6733331680298
2014-04-11,10.5883331298828,10.8149995803833,10.533332824707,10.5450000762939,15054600,10.5450000762939
2014-04-14,10.6999998092651,10.8183326721191,10.5500001907349,10.664999961853,5745600,10.664999961853
2014-04-15,10.7316665649414,10.8316669464111,10.5266666412354,10.6450004577637,7201800,10.6450004577637
2014-04-16,10.5933332443237,10.9183330535889,10.5933332443237,10.9033327102661,8927400,10.9033327102661
2014-04-17,10.921667098999,11.2799997329712,10.8316669464111,11.2583332061768,9601200,11.2583332061768
2014-04-21,11.2116670608521,11.25,10.9866666793823,11.2049999237061,4867200,11.2049999237061
2014-04-22,11.1899995803833,11.3566665649414,11.1333332061768,11.2933330535889,5557200,11.2933330535889
2014-04-23,11.2749996185303,11.3050003051758,11.118332862854,11.1800003051758,4777800,11.1800003051758
2014-04-24,11.2700004577637,11.3033332824707,11.0816669464111,11.125,4915800,11.125
2014-04-25,11.1800003051758,11.2516670227051,10.8966665267944,10.9633331298828,6054600,10.9633331298828
2014-04-28,11.0283327102661,11.1300001144409,10.9200000762939,11.1233329772949,6761400,11.1233329772949
2014-04-29,11.1533327102661,11.1933326721191,11.0450000762939,11.0733327865601,3886200,11.0733327865601
2014-04-30,11.0383329391479,11.2266674041748,10.9300003051758,11.1599998474121,5087400,11.1599998474121
