"Fecha","ALL.Open","ALL.High","ALL.Low","ALL.Close","ALL.Volume","ALL.Adjusted"
2013-11-01,53.310001373291,53.4099998474121,52.7599983215332,53.2799987792969,3130800,42.9519538879395
2013-11-04,53.5,53.6699981689453,53.1100006103516,53.1800003051758,1791000,42.8713531494141
2013-11-05,53.060001373291,53.2999992370605,52.7799987792969,52.9900016784668,1593200,42.7181777954102
2013-11-06,53.2200012207031,53.6500015258789,53.0900001525879,53.6199989318848,1715900,43.2260551452637
2013-11-07,53.6800003051758,53.8499984741211,52.9300003051758,52.939998626709,2233500,42.6778564453125
2013-11-08,52.9799995422363,54.1599998474121,52.9599990844727,54.1199989318848,2362600,43.6291313171387
2013-11-11,54.0699996948242,54.2599983215332,53.8499984741211,54.1599998474121,1476100,43.6613693237305
2013-11-12,53.9300003051758,54.0299987792969,53.2400016784668,53.3800010681152,2005100,43.0325660705566
2013-11-13,53.1800003051758,53.9500007629395,53.1300010681152,53.9500007629395,2094200,43.4920845031738
2013-11-14,54,54.5,53.810001373291,54.4700012207031,1713600,43.9112968444824
2013-11-15,54.3400001525879,54.7099990844727,54.2099990844727,54.7000007629395,1777100,44.0966949462891
2013-11-18,54.7000007629395,54.7099990844727,54.1399993896484,54.2400016784668,2047200,43.7258834838867
2013-11-19,54.2099990844727,54.3699989318848,53.8699989318848,54.0299987792969,1295400,43.5565757751465
2013-11-20,54.0699996948242,54.1500015258789,53.5800018310547,53.6699981689453,1418800,43.2663612365723
2013-11-21,53.8800010681152,54.4799995422363,53.810001373291,54.3199996948242,2191700,43.7903518676758
2013-11-22,54.3400001525879,54.75,54.1800003051758,54.7099990844727,1689100,44.1047668457031
2013-11-25,54.75,54.7999992370605,54.5,54.5499992370605,1560700,43.975772857666
2013-11-26,54.4300003051758,54.7900009155273,54.310001373291,54.4900016784668,1778000,44.129638671875
2013-11-27,54.5499992370605,54.8400001525879,54.2599983215332,54.3800010681152,1769000,44.0405540466309
2013-11-29,54.6100006103516,54.7099990844727,54.189998626709,54.2700004577637,1163300,43.9514770507812
2013-12-02,54.2799987792969,54.3499984741211,53.8199996948242,53.9099998474121,1793300,43.6599235534668
2013-12-03,53.6599998474121,53.9099998474121,53.25,53.5099983215332,2549200,43.3359794616699
2013-12-04,53.2900009155273,53.8199996948242,53.0299987792969,53.5699996948242,2502100,43.3845710754395
2013-12-05,53.4599990844727,53.7099990844727,53.1699981689453,53.4000015258789,2607900,43.2469100952148
2013-12-06,53.9799995422363,54.4599990844727,53.9500007629395,54.3199996948242,2106100,43.9919624328613
2013-12-09,54.0499992370605,54.4500007629395,54.0499992370605,54.1100006103516,1586600,43.8218955993652
2013-12-10,53.9099998474121,54.2099990844727,53.7799987792969,53.7799987792969,1371700,43.5546417236328
2013-12-11,53.7799987792969,53.9799995422363,52.9700012207031,53.0699996948242,2740700,42.9796485900879
2013-12-12,52.9599990844727,53.189998626709,52.7599983215332,52.7900009155273,2065600,42.7528762817383
2013-12-13,52.9099998474121,53.2799987792969,52.7299995422363,52.810001373291,1535500,42.7690811157227
2013-12-16,53.189998626709,53.2200012207031,52.6699981689453,52.8300018310547,1895900,42.7852668762207
2013-12-17,52.7000007629395,52.75,52,52.1800003051758,2275000,42.2588539123535
2013-12-18,52.5,52.75,51.75,52.7400016784668,3144900,42.7123832702637
2013-12-19,52.4500007629395,53.3300018310547,52.3300018310547,53.25,3017300,43.125415802002
2013-12-20,53.0800018310547,54.0499992370605,53.0800018310547,53.7700004577637,5598000,43.5465469360352
2013-12-23,54,54.0699996948242,53.6100006103516,53.7000007629395,1816900,43.4898452758789
2013-12-24,53.689998626709,53.9700012207031,53.6399993896484,53.9700012207031,692600,43.7085189819336
2013-12-26,54.0299987792969,54.0699996948242,53.6599998474121,53.7700004577637,1297100,43.5465469360352
2013-12-27,53.7900009155273,53.9500007629395,53.4599990844727,53.6500015258789,1886300,43.449348449707
2013-12-30,53.6800003051758,54.3300018310547,53.6399993896484,54.2299995422363,2375700,43.9190788269043
2013-12-31,54.3199996948242,54.5999984741211,54.2000007629395,54.5400009155273,1562200,44.1701507568359
2014-01-02,54.0900001525879,54.4500007629395,53.5,53.5499992370605,1909100,43.3683700561523
2014-01-03,53.6500015258789,53.7999992370605,53.1100006103516,53.3300018310547,1570200,43.1902084350586
2014-01-06,53.5400009155273,53.6800003051758,52.8300018310547,53.1199989318848,2696000,43.020133972168
2014-01-07,53.3499984741211,53.4799995422363,53.1399993896484,53.3499984741211,1882600,43.206413269043
2014-01-08,53.2400016784668,53.7099990844727,53.0499992370605,53.5200004577637,3075400,43.3440818786621
2014-01-09,53.6199989318848,54,53.5499992370605,53.8300018310547,1991600,43.5951347351074
2014-01-10,53.75,54.3400001525879,53.5200004577637,54.0900001525879,2421800,43.8057136535645
2014-01-13,53.939998626709,54.1800003051758,53.439998626709,53.4599990844727,2964300,43.295482635498
2014-01-14,53.5900001525879,54.0400009155273,53.4599990844727,53.9900016784668,2132800,43.7247161865234
2014-01-15,54.0099983215332,54.0800018310547,53.5299987792969,53.8899993896484,2235700,43.6437339782715
2014-01-16,53.8199996948242,53.8899993896484,53.0800018310547,53.1800003051758,3703800,43.0687294006348
2014-01-17,53.2400016784668,53.2900009155273,52.8499984741211,52.9000015258789,1847000,42.8419761657715
2014-01-21,53.2799987792969,53.4199981689453,52.3300018310547,52.6800003051758,2973900,42.6637954711914
