"Fecha","CZR.Open","CZR.High","CZR.Low","CZR.Close","CZR.Volume","CZR.Adjusted"
2014-09-22,4.75,4.75,4.09999990463257,4.34999990463257,21900,4.34999990463257
2014-09-23,4.44999980926514,4.44999980926514,3.90000009536743,4.26000022888184,81700,4.26000022888184
2014-09-24,3.70000004768372,4.34000015258789,3.60999989509583,4.34000015258789,94400,4.34000015258789
2014-09-25,4.34999990463257,4.44000005722046,3.79999995231628,4,29800,4
2014-09-26,4,4.40000009536743,4,4.40000009536743,161500,4.40000009536743
2014-09-29,4.3899998664856,4.3899998664856,4,4.23000001907349,138700,4.23000001907349
2014-09-30,4.1399998664856,4.25,4,4.21000003814697,26100,4.21000003814697
2014-10-01,4.21000003814697,4.21000003814697,4.03000020980835,4.09999990463257,105900,4.09999990463257
2014-10-02,4.07999992370605,4.26999998092651,3.74000000953674,4.26999998092651,32500,4.26999998092651
2014-10-03,4,4.28999996185303,3.91000008583069,4.15000009536743,38300,4.15000009536743
2014-10-06,3.90000009536743,4.15999984741211,3.76999998092651,4.13000011444092,14300,4.13000011444092
2014-10-07,3.95000004768372,4.05000019073486,3.94000005722046,4,15200,4
2014-10-08,4.21999979019165,4.26000022888184,3.95000004768372,4.25,94100,4.25
2014-10-09,4.05999994277954,4.1100001335144,4,4.09999990463257,115000,4.09999990463257
2014-10-10,3.99300003051758,4.06500005722046,3.95000004768372,4,12200,4
2014-10-13,4,4,3.90000009536743,3.98499989509583,16100,3.98499989509583
2014-10-14,4,4.01999998092651,3.77999997138977,4,33400,4
2014-10-15,3.75,4.05000019073486,3.75,4,88200,4
2014-10-16,3.85999989509583,4.03000020980835,3.85999989509583,3.96000003814697,7600,3.96000003814697
2014-10-17,4.03999996185303,4.05000019073486,3.94300007820129,4,11800,4
2014-10-20,3.97000002861023,4.07999992370605,3.91000008583069,4.04500007629395,8500,4.04500007629395
2014-10-21,3.92000007629395,4.07999992370605,3.92000007629395,4.01000022888184,187400,4.01000022888184
2014-10-22,4.03000020980835,4.1100001335144,3.9300000667572,4.05999994277954,44400,4.05999994277954
2014-10-23,4.09000015258789,4.1399998664856,4.03999996185303,4.03999996185303,41200,4.03999996185303
2014-10-24,4.09999990463257,4.09999990463257,4.01000022888184,4.09999990463257,28600,4.09999990463257
2014-10-27,4.03999996185303,4.21000003814697,4.03999996185303,4.15000009536743,6700,4.15000009536743
2014-10-28,3.97000002861023,4.15000009536743,3.97000002861023,4.15000009536743,18200,4.15000009536743
2014-10-29,4.07000017166138,4.11999988555908,4.03999996185303,4.03999996185303,2500,4.03999996185303
2014-10-30,4.03000020980835,4.15000009536743,4.03000020980835,4.07000017166138,6000,4.07000017166138
2014-10-31,4.15000009536743,4.15000009536743,4.05999994277954,4.11999988555908,2500,4.11999988555908
2014-11-03,4.17999982833862,4.25,4.1100001335144,4.23999977111816,34800,4.23999977111816
2014-11-04,4.19999980926514,4.22800016403198,4.19999980926514,4.19999980926514,39200,4.19999980926514
2014-11-05,4.20499992370605,4.30000019073486,4.19999980926514,4.26999998092651,27200,4.26999998092651
2014-11-06,4.24599981307983,4.28999996185303,4.21000003814697,4.23999977111816,34100,4.23999977111816
2014-11-07,4.21000003814697,4.28999996185303,4.19999980926514,4.23999977111816,79400,4.23999977111816
2014-11-10,4.21999979019165,4.22399997711182,4.19999980926514,4.19999980926514,2800,4.19999980926514
2014-11-11,4.21000003814697,4.28000020980835,4.19999980926514,4.19999980926514,6500,4.19999980926514
2014-11-12,4.21999979019165,4.33300018310547,4.21999979019165,4.26999998092651,74300,4.26999998092651
2014-11-13,4.25,4.40000009536743,4.25,4.30999994277954,18900,4.30999994277954
2014-11-14,4.32999992370605,4.32999992370605,4.1100001335144,4.32000017166138,21100,4.32000017166138
2014-11-17,4.30999994277954,4.30999994277954,4.21000003814697,4.26000022888184,7200,4.26000022888184
2014-11-18,4.26999998092651,4.30000019073486,4.15999984741211,4.25,21100,4.25
2014-11-19,4.17999982833862,4.25,4.17999982833862,4.19999980926514,4900,4.19999980926514
2014-11-20,4.15000009536743,4.21000003814697,4.15000009536743,4.21000003814697,4900,4.21000003814697
2014-11-21,4.25,4.30000019073486,4.17000007629395,4.30000019073486,11700,4.30000019073486
2014-11-24,4.23999977111816,4.30999994277954,4.19999980926514,4.30999994277954,1900,4.30999994277954
2014-11-25,4.30000019073486,4.30000019073486,4.05999994277954,4.21999979019165,3200,4.21999979019165
2014-11-26,4.05200004577637,4.19999980926514,4.01999998092651,4.1399998664856,9500,4.1399998664856
2014-11-28,4.1399998664856,4.1399998664856,4.1399998664856,4.1399998664856,100,4.1399998664856
2014-12-01,4,4.30999994277954,4,4.17999982833862,7600,4.17999982833862
2014-12-02,4.17000007629395,4.28000020980835,4.03999996185303,4.26999998092651,9800,4.26999998092651
2014-12-03,4.05999994277954,4.28000020980835,4,4.28000020980835,6400,4.28000020980835
2014-12-04,4.28000020980835,4.28000020980835,4.07999992370605,4.2649998664856,23300,4.2649998664856
2014-12-05,4.26999998092651,4.26999998092651,4.17000007629395,4.23999977111816,8700,4.23999977111816
2014-12-08,4.19999980926514,4.19999980926514,4.01999998092651,4.1399998664856,48800,4.1399998664856
2014-12-09,4.25,4.26999998092651,4.07000017166138,4.1100001335144,22400,4.1100001335144
2014-12-10,4.09999990463257,4.15999984741211,4.05000019073486,4.05000019073486,16400,4.05000019073486
2014-12-11,4.07000017166138,4.09000015258789,4,4.07999992370605,5900,4.07999992370605
2014-12-12,4.05000019073486,4.09000015258789,4,4.05000019073486,7500,4.05000019073486
2014-12-15,4.09000015258789,4.26000022888184,3.98000001907349,4.15000009536743,24700,4.15000009536743
2014-12-16,4.17000007629395,4.25,4.05999994277954,4.25,19300,4.25
2014-12-17,4.21999979019165,4.23999977111816,4.01000022888184,4.23999977111816,16900,4.23999977111816
2014-12-18,4.25,4.30000019073486,4.1100001335144,4.30000019073486,17000,4.30000019073486
2014-12-19,4.30000019073486,4.30000019073486,4.1399998664856,4.23999977111816,145400,4.23999977111816
2014-12-22,4.19000005722046,4.34999990463257,4.19000005722046,4.34000015258789,123500,4.34000015258789
2014-12-23,4.21000003814697,4.40000009536743,4.21000003814697,4.32999992370605,9900,4.32999992370605
2014-12-24,4.32000017166138,4.38000011444092,4.01000022888184,4.38000011444092,21300,4.38000011444092
2014-12-26,4.30000019073486,4.30000019073486,4.07000017166138,4.21000003814697,9100,4.21000003814697
2014-12-29,4.21000003814697,4.30999994277954,3.79999995231628,4.24399995803833,13400,4.24399995803833
2014-12-30,4.30999994277954,4.30999994277954,4.01999998092651,4.1399998664856,12200,4.1399998664856
2014-12-31,4.03000020980835,4.17999982833862,3.92000007629395,4.05000019073486,28200,4.05000019073486
2015-01-02,4.23999977111816,4.23999977111816,3.88000011444092,4.03999996185303,2200,4.03999996185303
2015-01-05,3.90000009536743,4.28000020980835,3.88000011444092,4.25,15600,4.25
2015-01-06,4.23999977111816,4.25,4,4.07000017166138,9000,4.07000017166138
2015-01-07,4.23999977111816,4.28999996185303,4.11999988555908,4.28999996185303,22300,4.28999996185303
2015-01-08,4.23000001907349,4.23999977111816,4.15999984741211,4.19999980926514,4400,4.19999980926514
2015-01-09,4.18499994277954,4.18499994277954,4.18499994277954,4.18499994277954,100,4.18499994277954
2015-01-12,4.07000017166138,4.19999980926514,4.07000017166138,4.19999980926514,5700,4.19999980926514
2015-01-13,4.19999980926514,4.19999980926514,4.05999994277954,4.19500017166138,5900,4.19500017166138
2015-01-14,4.1710000038147,4.19000005722046,4.05999994277954,4.09999990463257,5500,4.09999990463257
2015-01-15,4.08799982070923,4.1399998664856,3.88000011444092,4.13000011444092,5300,4.13000011444092
2015-01-16,4.15000009536743,4.19000005722046,3.92000007629395,4.19000005722046,8200,4.19000005722046
2015-01-20,3.91000008583069,4.19000005722046,3.80999994277954,4.17999982833862,2500,4.17999982833862
2015-01-21,4.01999998092651,4.08500003814697,3.92000007629395,4.03000020980835,3100,4.03000020980835
2015-01-22,4.09999990463257,4.13000011444092,4.01000022888184,4.01000022888184,1600,4.01000022888184
2015-01-23,4,4.02500009536743,3.9300000667572,4.02500009536743,13500,4.02500009536743
2015-01-26,3.98000001907349,4.03999996185303,3.91000008583069,3.98000001907349,4800,3.98000001907349
2015-01-27,4,4.05000019073486,4,4,2900,4
2015-01-28,4.03999996185303,4.03999996185303,4.01999998092651,4.01999998092651,400,4.01999998092651
2015-01-29,3.96499991416931,3.97000002861023,3.89100003242493,3.97000002861023,4700,3.97000002861023
2015-01-30,3.97000002861023,4.09000015258789,3.96499991416931,3.96499991416931,2700,3.96499991416931
2015-02-02,3.9300000667572,3.95000004768372,3.90000009536743,3.91000008583069,6100,3.91000008583069
2015-02-03,4.03000020980835,4.03000020980835,3.89000010490417,3.89000010490417,1700,3.89000010490417
2015-02-04,3.92000007629395,3.9300000667572,3.89000010490417,3.89000010490417,2600,3.89000010490417
2015-02-05,3.9300000667572,4.15000009536743,3.92000007629395,4.15000009536743,17700,4.15000009536743
2015-02-06,4.19999980926514,4.19999980926514,4.09999990463257,4.11999988555908,31300,4.11999988555908
2015-02-09,4.15000009536743,4.17999982833862,4.1100001335144,4.17999982833862,3900,4.17999982833862
2015-02-10,4.19000005722046,4.23999977111816,4.05000019073486,4.15799999237061,130100,4.15799999237061
2015-02-11,4.15999984741211,4.21000003814697,4.13000011444092,4.15999984741211,36700,4.15999984741211
2015-02-12,4.21000003814697,4.25,4.11999988555908,4.19000005722046,49400,4.19000005722046
2015-02-13,4.17000007629395,4.19999980926514,4.11700010299683,4.19999980926514,8300,4.19999980926514
2015-02-17,4.25,4.25,4.1399998664856,4.25,22900,4.25
2015-02-18,4.19000005722046,4.19999980926514,4.07999992370605,4.13000011444092,75100,4.13000011444092
2015-02-19,4.09999990463257,4.5,4.05000019073486,4.5,117300,4.5
2015-02-20,4.48999977111816,4.57000017166138,4.32000017166138,4.55000019073486,38200,4.55000019073486
2015-02-23,4.40999984741211,4.5,4.40999984741211,4.5,15200,4.5
2015-02-24,4.5,4.65000009536743,4.40000009536743,4.65000009536743,11000,4.65000009536743
2015-02-25,4.51000022888184,4.59999990463257,4.3600001335144,4.5,152300,4.5
2015-02-26,4.50500011444092,4.6100001335144,4.3899998664856,4.55000019073486,71300,4.55000019073486
2015-02-27,4.59999990463257,4.65000009536743,4.51999998092651,4.59999990463257,70600,4.59999990463257
