"Fecha","MTCH.Open","MTCH.High","MTCH.Low","MTCH.Close","MTCH.Volume","MTCH.Adjusted"
2013-11-01,15.2941179275513,15.6996002197266,15.2712736129761,15.5768127441406,6660804,14.2154397964478
2013-11-04,15.6453456878662,16.1393489837646,15.562536239624,15.8994855880737,5219381,14.5099105834961
2013-11-05,15.8994855880737,15.9623069763184,15.5311250686646,15.8195323944092,8202735,14.4369468688965
2013-11-06,16.0079956054688,16.0251274108887,15.7424325942993,15.7538547515869,4365943,14.377007484436
2013-11-07,15.7766990661621,15.8309535980225,15.4854373931885,15.7195892333984,3323048,14.3457374572754
2013-11-08,15.7195892333984,15.9166193008423,15.445460319519,15.7024564743042,3612663,14.3301019668579
2013-11-11,15.6624794006348,16.2707023620605,15.6367788314819,16.2564258575439,5271210,14.8356552124023
2013-11-12,16.2564258575439,16.6190757751465,16.193603515625,16.5533981323242,6157216,15.1066751480103
2013-11-13,16.3335247039795,16.5191326141357,16.1679039001465,16.3992004394531,5512498,15.0281715393066
2013-11-14,16.3306674957275,16.696174621582,16.3306674957275,16.6304969787598,7798604,15.2401285171509
2013-11-15,16.6304969787598,16.6333522796631,16.4163341522217,16.4734439849854,4199598,15.0962057113647
2013-11-18,16.4734439849854,16.5448322296143,15.9994287490845,16.0736713409424,5272961,14.7298574447632
2013-11-19,16.0079956054688,16.0479736328125,15.9023418426514,15.9565963745117,3636127,14.6225700378418
2013-11-20,16.1050834655762,16.1107940673828,15.8680753707886,15.8966302871704,2815258,14.5676174163818
2013-11-21,15.973729133606,16.1050834655762,15.8395204544067,16.0622501373291,2727358,14.7193918228149
2013-11-22,16.0679607391357,16.1821823120117,16.0479736328125,16.1450595855713,3537720,14.7952785491943
2013-11-25,16.1736145019531,16.2564258575439,15.8937749862671,15.9194746017456,3192423,14.588550567627
2013-11-26,15.8880643844604,15.9822959899902,15.7024564743042,15.9480304718018,4389407,14.6147212982178
2013-11-27,15.9251861572266,16.0765285491943,15.9251861572266,16.0565395355225,2811055,14.7141571044922
2013-11-29,16.1479148864746,16.3563671112061,16.0679607391357,16.3363780975342,1792674,14.9706001281738
2013-12-02,16.2764129638672,16.4934310913086,16.2507133483887,16.3106803894043,2790394,14.9470520019531
2013-12-03,16.1964588165283,16.3449459075928,16.193603515625,16.2935466766357,4432832,14.9313488006592
2013-12-04,16.1507701873779,16.3192462921143,16.1222152709961,16.2135925292969,4230066,14.8580799102783
2013-12-05,16.133638381958,16.3135356903076,15.9223299026489,16.0079956054688,3691108,14.6696720123291
2013-12-06,16.0965156555176,16.1564826965332,16.0394058227539,16.0651054382324,2324978,14.7220067977905
2013-12-09,16.1393489837646,16.4677333831787,16.0708179473877,16.4591655731201,3429158,15.0831232070923
2013-12-10,16.5362644195557,17.0017127990723,16.4591655731201,16.9360370635986,5554872,15.5201272964478
2013-12-11,16.9874362945557,16.9931468963623,16.756139755249,16.8132495880127,3455073,15.4076051712036
2013-12-12,16.8189601898193,16.9360370635986,16.6761856079102,16.6876068115234,2386263,15.2924671173096
2013-12-13,16.8617935180664,17.2015991210938,16.713306427002,17.0902347564697,4209404,15.6614274978638
2013-12-16,17.1873226165771,17.3557968139648,17.1187896728516,17.2272987365723,2244082,15.7870359420776
2013-12-17,17.1302108764648,17.215877532959,16.7418613433838,16.8617935180664,3539822,15.4520883560181
2013-12-18,16.8018283843994,17.1930332183838,16.7161617279053,17.1587657928467,2891251,15.7242364883423
2013-12-19,18.303825378418,20.1142196655273,18.2038822174072,19.5573959350586,29470030,17.9223289489746
2013-12-20,19.3460884094238,19.7687034606934,18.8178176879883,19.1747570037842,15070507,17.5716800689697
2013-12-23,19.723014831543,19.723014831543,19.1547698974609,19.6344947814941,6112741,17.9929809570312
2013-12-24,19.6145057678223,19.6487712860107,19.2261562347412,19.3403778076172,2155831,17.7234573364258
2013-12-26,19.4174766540527,19.5459747314453,19.2375793457031,19.2747001647949,2643310,17.6632671356201
2013-12-27,19.2461452484131,19.3917751312256,19.1319255828857,19.368932723999,2926972,17.749626159668
2013-12-30,19.3717880249023,19.548828125,19.2804107666016,19.548828125,3098219,17.914478302002
2013-12-31,19.551685333252,19.9086246490479,19.5117073059082,19.603084564209,2674477,17.9641990661621
2014-01-02,19.4831523895264,19.5916614532471,19.2490005493164,19.3974876403809,2962342,17.7757930755615
2014-01-03,19.4003429412842,19.6601943969727,19.1661911010742,19.5374069213867,3124134,17.9040107727051
2014-01-06,19.4717292785645,20.2141628265381,19.4717292785645,19.7629928588867,6027993,18.1107425689697
2014-01-07,19.834379196167,20.3712158203125,19.7201595306396,20.1856079101562,6917150,18.4980220794678
2014-01-08,20.1541976928711,20.7481441497803,19.9571666717529,20.0828094482422,5394481,18.4038181304932
