"Fecha","SRE.Open","SRE.High","SRE.Low","SRE.Close","SRE.Volume","SRE.Adjusted"
2013-11-01,45.6549987792969,45.9650001525879,45.4700012207031,45.8600006103516,1850200,25.151798248291
2013-11-04,46.0400009155273,46.5,45.5699996948242,45.9650001525879,1489200,25.2093963623047
2013-11-05,45.9599990844727,46.4650001525879,45.2299995422363,45.2400016784668,3287800,24.811767578125
2013-11-06,45.25,46.2849998474121,45.1650009155273,45.9850006103516,4305200,25.2203559875488
2013-11-07,46,46.1100006103516,44.9799995422363,45.0699996948242,2665400,24.7185382843018
2013-11-08,44.8600006103516,44.875,44.0200004577637,44.814998626709,3353200,24.5786800384521
2013-11-11,44.75,45.0750007629395,44.6650009155273,44.8199996948242,1595400,24.5814228057861
2013-11-12,44.7799987792969,44.8250007629395,44.1599998474121,44.4150009155273,1170000,24.3592987060547
2013-11-13,44.2550010681152,44.8950004577637,44.0499992370605,44.7449989318848,2326000,24.5402812957764
2013-11-14,44.9799995422363,45.2350006103516,44.810001373291,45,2454200,24.680139541626
2013-11-15,44.8899993896484,45.5900001525879,44.8499984741211,45.5800018310547,2240600,24.9982357025146
2013-11-18,45.7000007629395,45.7400016784668,45.310001373291,45.4949989318848,1236200,24.9516277313232
2013-11-19,45.4300003051758,45.4900016784668,45.1749992370605,45.2550010681152,1490000,24.819995880127
2013-11-20,45.2550010681152,45.5200004577637,44.5900001525879,44.6599998474121,1321400,24.4936637878418
2013-11-21,44.8250007629395,45.2000007629395,44.7150001525879,44.9049987792969,2017200,24.6280364990234
2013-11-22,44.7949981689453,44.9500007629395,44.4049987792969,44.7449989318848,2253200,24.5402812957764
2013-11-25,44.814998626709,45.1150016784668,44.6049995422363,44.6650009155273,1960800,24.4964160919189
2013-11-26,44.3899993896484,44.4500007629395,43.810001373291,44.1800003051758,4909600,24.2304191589355
2013-11-27,44.0900001525879,44.2700004577637,43.9150009155273,44.2599983215332,3359800,24.2742900848389
2013-11-29,43.8050003051758,44.4500007629395,43.8050003051758,44.2200012207031,1231600,24.2523555755615
2013-12-02,44.1549987792969,44.5349998474121,43.810001373291,44.0299987792969,2935400,24.1481437683105
2013-12-03,43.9000015258789,44.2799987792969,43.7999992370605,44.1500015258789,2090800,24.213960647583
2013-12-04,43.8300018310547,44.0349998474121,43.4599990844727,43.9949989318848,2219200,24.1289520263672
2013-12-05,43.8800010681152,43.9749984741211,43.564998626709,43.689998626709,1601200,23.9616737365723
2013-12-06,43.9300003051758,44.3349990844727,43.7200012207031,44.0349998474121,2291400,24.1508941650391
2013-12-09,44.0050010681152,44.0999984741211,43.6399993896484,43.8699989318848,1785400,24.0603923797607
2013-12-10,43.9000015258789,44.2449989318848,43.6300010681152,43.939998626709,3562600,24.098783493042
2013-12-11,43.935001373291,43.939998626709,43.3650016784668,43.4199981689453,1828400,23.8135929107666
2013-12-12,43.4099998474121,43.8400001525879,43.2799987792969,43.3050003051758,1623400,23.7505168914795
2013-12-13,43.3549995422363,43.4749984741211,43.1150016784668,43.2449989318848,1027000,23.7176151275635
2013-12-16,43.4550018310547,43.7200012207031,43.2799987792969,43.4500007629395,1035800,23.8300476074219
2013-12-17,43.5900001525879,43.6549987792969,43.2050018310547,43.625,2347200,23.926025390625
2013-12-18,43.685001373291,44.2350006103516,43,44.2200012207031,4119200,24.2523555755615
2013-12-19,43.9550018310547,44.2200012207031,43.5550003051758,44.1549987792969,1899800,24.2167015075684
2013-12-20,44.2299995422363,45.2099990844727,44.2299995422363,44.9000015258789,3853800,24.6252918243408
2013-12-23,44.9949989318848,45,44.3300018310547,44.4850006103516,2757800,24.3976955413818
2013-12-24,44.3950004577637,44.814998626709,44.2299995422363,44.7299995422363,1458400,24.5320625305176
2013-12-26,44.7750015258789,44.9099998474121,44.5299987792969,44.7249984741211,3400600,24.529317855835
2013-12-27,44.75,44.75,44.3450012207031,44.5950012207031,1339400,24.8074550628662
2013-12-30,44.625,44.8800010681152,44.4850006103516,44.7449989318848,2162200,24.8908996582031
2013-12-31,44.8450012207031,44.9949989318848,44.7700004577637,44.8800010681152,1784400,24.9659996032715
2014-01-02,44.7750015258789,44.8349990844727,44.064998626709,44.2200012207031,2654400,24.5988540649414
2014-01-03,44.2050018310547,44.5750007629395,44.0550003051758,44.4000015258789,2354400,24.6989822387695
2014-01-06,43.5149993896484,44.6199989318848,43.3650016784668,44.5800018310547,3228000,24.7991199493408
2014-01-07,44.564998626709,45.310001373291,44.564998626709,45.25,2945000,25.1718235015869
2014-01-08,45.1800003051758,45.3199996948242,44.7799987792969,44.8699989318848,4276400,24.9604358673096
2014-01-09,44.9550018310547,45.1749992370605,44.8849983215332,45.1650009155273,2550800,25.1245403289795
2014-01-10,45.4599990844727,46.4850006103516,45.4449996948242,45.9650001525879,2698600,25.5695743560791
2014-01-13,45.7750015258789,46.0849990844727,45.3250007629395,45.4300003051758,1745800,25.271951675415
2014-01-14,45.4500007629395,45.8450012207031,45.2649993896484,45.8349990844727,1992000,25.4972496032715
2014-01-15,45.939998626709,46.375,45.8899993896484,46,2973600,25.5890445709229
2014-01-16,46.0250015258789,46.0950012207031,45.6599998474121,46.0699996948242,1344000,25.6279773712158
2014-01-17,46.1650009155273,46.2249984741211,45.8650016784668,45.9749984741211,1301800,25.5751304626465
2014-01-21,46.1399993896484,46.4850006103516,45.8899993896484,46.4650001525879,1401800,25.8477001190186
2014-01-22,46.4000015258789,46.7649993896484,46.3349990844727,46.4049987792969,1761800,25.8143291473389
2014-01-23,46.2150001525879,46.2999992370605,45.75,46.1049995422363,1624400,25.6474514007568
2014-01-24,45.7350006103516,46.0950012207031,45.1300010681152,45.1399993896484,2980200,25.1106357574463
2014-01-27,45.2550010681152,45.4150009155273,44.9650001525879,45.0299987792969,2433800,25.0494346618652
2014-01-28,45.0999984741211,45.4000015258789,44.9650001525879,45.0999984741211,2968600,25.0883884429932
2014-01-29,44.9700012207031,45.2599983215332,44.9700012207031,45.1100006103516,4164800,25.0939445495605
2014-01-30,45.3450012207031,45.9000015258789,45.2649993896484,45.75,1936800,25.4499607086182
2014-01-31,45.4199981689453,46.4700012207031,45.3549995422363,46.3549995422363,3913400,25.7865200042725
2014-02-03,46.435001373291,47.2200012207031,45.8450012207031,45.9749984741211,3028400,25.5751304626465
2014-02-04,46.1650009155273,46.1650009155273,45.4150009155273,45.5750007629395,2628800,25.3526210784912
2014-02-05,45.3499984741211,45.4199981689453,45.0299987792969,45.2400016784668,2997600,25.1662559509277
2014-02-06,45.189998626709,45.7200012207031,44.935001373291,45.6150016784668,2108800,25.3748664855957
2014-02-07,45.7799987792969,46.2999992370605,45.4300003051758,46.1199989318848,2009000,25.6557903289795
2014-02-10,46.0149993896484,46.4449996948242,45.7700004577637,46.3400001525879,2425200,25.7781753540039
