"Fecha","META.Open","META.High","META.Low","META.Close","META.Volume","META.Adjusted"
2013-11-01,50.8499984741211,52.0900001525879,49.7200012207031,49.75,95033000,49.75
2013-11-04,49.3699989318848,49.75,48.0200004577637,48.2200012207031,80371000,48.2200012207031
2013-11-05,47.7900009155273,50.1800003051758,47.5099983215332,50.1100006103516,76835000,50.1100006103516
2013-11-06,50.2599983215332,50.4500007629395,48.7099990844727,49.1199989318848,67889000,49.1199989318848
2013-11-07,49.2400016784668,49.8699989318848,47.2999992370605,47.560001373291,97128000,47.560001373291
2013-11-08,47.810001373291,48.6500015258789,47.25,47.5299987792969,70731000,47.5299987792969
2013-11-11,47.0400009155273,47.5299987792969,45.7299995422363,46.2000007629395,80910000,46.2000007629395
2013-11-12,46,47.3699989318848,45.8300018310547,46.6100006103516,68196000,46.6100006103516
2013-11-13,46.2299995422363,48.7400016784668,46.060001373291,48.7099990844727,79245000,48.7099990844727
2013-11-14,48.7000007629395,49.5699996948242,48.0299987792969,48.9900016784668,75117000,48.9900016784668
2013-11-15,49.1100006103516,49.4799995422363,48.7099990844727,49.0099983215332,42453000,49.0099983215332
2013-11-18,48.4700012207031,48.8400001525879,45.7999992370605,45.8300018310547,85910000,45.8300018310547
2013-11-19,46.2599983215332,47,45.7200012207031,46.3600006103516,75602000,46.3600006103516
2013-11-20,46.6100006103516,47.5499992370605,46.310001373291,46.4300003051758,53933000,46.4300003051758
2013-11-21,46.9900016784668,47.4599990844727,46.689998626709,46.7000007629395,34886000,46.7000007629395
2013-11-22,47.0400009155273,47.2700004577637,45.9599990844727,46.2299995422363,40545000,46.2299995422363
2013-11-25,46.3600006103516,46.6500015258789,44.0400009155273,44.8199996948242,82565000,44.8199996948242
2013-11-26,44.6599998474121,46.1699981689453,43.5499992370605,45.8899993896484,82016000,45.8899993896484
2013-11-27,45.9700012207031,46.6699981689453,45.5299987792969,46.4900016784668,44993000,46.4900016784668
2013-11-29,46.75,47.2099990844727,46.5,47.0099983215332,22953900,47.0099983215332
2013-12-02,46.9000015258789,47.5400009155273,46.2599983215332,47.060001373291,50774000,47.060001373291
2013-12-03,46.75,47.2000007629395,46.2900009155273,46.7299995422363,32086000,46.7299995422363
2013-12-04,46.4599990844727,48.7700004577637,46.2599983215332,48.6199989318848,60890000,48.6199989318848
2013-12-05,48.1500015258789,48.7000007629395,47.8699989318848,48.3400001525879,43855000,48.3400001525879
2013-12-06,48.9799995422363,49.3899993896484,47.7099990844727,47.939998626709,42938000,47.939998626709
2013-12-09,48.0900001525879,48.9700012207031,47.7400016784668,48.8400001525879,36056000,48.8400001525879
2013-12-10,48.6399993896484,50.7700004577637,48.5400009155273,50.25,68479000,50.25
2013-12-11,50.5499992370605,50.7700004577637,49.0099983215332,49.3800010681152,65776000,49.3800010681152
2013-12-12,51.0499992370605,52.0699996948242,50.6599998474121,51.8300018310547,92723000,51.8300018310547
2013-12-13,51.6599998474121,53.5,51.3400001525879,53.3199996948242,82641000,53.3199996948242
2013-12-16,53.25,54.5,52.9099998474121,53.810001373291,85119000,53.810001373291
2013-12-17,54.7599983215332,55.1800003051758,54.2400016784668,54.8600006103516,78751000,54.8600006103516
2013-12-18,54.8600006103516,55.8899993896484,53.75,55.5699996948242,76003000,55.5699996948242
2013-12-19,54.3300018310547,55.189998626709,53.9500007629395,55.0499992370605,89753200,55.0499992370605
2013-12-20,54.9300003051758,55.1500015258789,54.2299995422363,55.1199989318848,239824000,55.1199989318848
2013-12-23,55.5,58.3199996948242,55.4500007629395,57.7700004577637,98297000,57.7700004577637
2013-12-24,58.2700004577637,58.5800018310547,56.9099998474121,57.9599990844727,46617800,57.9599990844727
2013-12-26,58.3199996948242,58.3800010681152,57.3699989318848,57.7299995422363,55101000,57.7299995422363
2013-12-27,57.4799995422363,57.6800003051758,55.25,55.439998626709,60466000,55.439998626709
2013-12-30,54.9300003051758,55.1800003051758,53.4300003051758,53.7099990844727,68307000,53.7099990844727
2013-12-31,54.1199989318848,54.8600006103516,53.9099998474121,54.6500015258789,43076200,54.6500015258789
2014-01-02,54.8300018310547,55.2200012207031,54.189998626709,54.7099990844727,43195500,54.7099990844727
2014-01-03,55.0200004577637,55.6500015258789,54.5299987792969,54.560001373291,38246200,54.560001373291
2014-01-06,54.4199981689453,57.2599983215332,54.0499992370605,57.2000007629395,68852600,57.2000007629395
2014-01-07,57.7000007629395,58.5499992370605,57.2200012207031,57.9199981689453,77207400,57.9199981689453
2014-01-08,57.5999984741211,58.4099998474121,57.2299995422363,58.2299995422363,56682400,58.2299995422363
2014-01-09,58.6500015258789,58.9599990844727,56.6500015258789,57.2200012207031,92253300,57.2200012207031
2014-01-10,57.1300010681152,58.2999992370605,57.060001373291,57.939998626709,42449500,57.939998626709
2014-01-13,57.9099998474121,58.25,55.3800010681152,55.9099998474121,63010900,55.9099998474121
2014-01-14,56.4599990844727,57.7799987792969,56.0999984741211,57.7400016784668,37503600,57.7400016784668
2014-01-15,57.9799995422363,58.5699996948242,57.2700004577637,57.5999984741211,33663400,57.5999984741211
2014-01-16,57.2599983215332,58.0200004577637,56.8300018310547,57.189998626709,34541800,57.189998626709
2014-01-17,57.2999992370605,57.8199996948242,56.0699996948242,56.2999992370605,40849200,56.2999992370605
2014-01-21,56.5999984741211,58.5800018310547,56.5,58.5099983215332,48669200,58.5099983215332
2014-01-22,58.8499984741211,59.310001373291,57.0999984741211,57.5099983215332,61352900,57.5099983215332
2014-01-23,56.3699989318848,56.6800003051758,55.689998626709,56.6300010681152,47951800,56.6300010681152
2014-01-24,56.1500015258789,56.4199981689453,54.4000015258789,54.4500007629395,55200700,54.4500007629395
2014-01-27,54.7299995422363,54.939998626709,51.8499984741211,53.5499992370605,73924100,53.5499992370605
2014-01-28,54.0200004577637,55.2799987792969,54,55.1399993896484,48191200,55.1399993896484
2014-01-29,54.6100006103516,54.9500007629395,53.189998626709,53.5299987792969,92995600,53.5299987792969
2014-01-30,62.1199989318848,62.5,60.4599990844727,61.0800018310547,150178900,61.0800018310547
2014-01-31,60.4700012207031,63.3699989318848,60.1699981689453,62.5699996948242,87794600,62.5699996948242
2014-02-03,63.0299987792969,63.7700004577637,60.7000007629395,61.4799995422363,74866600,61.4799995422363
2014-02-04,62.0499992370605,63.1399993896484,61.8199996948242,62.75,45985500,62.75
2014-02-05,62.7400016784668,63.1599998474121,61.2700004577637,62.189998626709,51685100,62.189998626709
2014-02-06,61.4599990844727,62.7799987792969,61.4599990844727,62.1599998474121,42086500,62.1599998474121
2014-02-07,62.2700004577637,64.5699996948242,62.2200012207031,64.3199996948242,60704300,64.3199996948242
2014-02-10,64.3000030517578,64.4899978637695,63.4700012207031,63.5499992370605,43666100,63.5499992370605
2014-02-11,63.75,65,63.3499984741211,64.8499984741211,45675600,64.8499984741211
2014-02-12,64.9199981689453,65.0599975585938,64.0500030517578,64.4499969482422,47282100,64.4499969482422
2014-02-13,64.1800003051758,67.3300018310547,64.0500030517578,67.3300018310547,61911700,67.3300018310547
2014-02-14,67.5,67.5800018310547,66.7200012207031,67.0899963378906,36694900,67.0899963378906
2014-02-18,66.9400024414062,67.5400009155273,66.0699996948242,67.3000030517578,43809900,67.3000030517578
2014-02-19,67.0500030517578,69.0800018310547,67,68.0599975585938,62087100,68.0599975585938
2014-02-20,67.7300033569336,70.1100006103516,65.7300033569336,69.629997253418,130928900,69.629997253418
2014-02-21,69.6900024414062,69.9599990844727,68.4499969482422,68.5899963378906,70932400,68.5899963378906
2014-02-24,68.7399978637695,71.4400024414062,68.5400009155273,70.7799987792969,76620300,70.7799987792969
2014-02-25,70.9499969482422,71,69.4499969482422,69.8499984741211,52077000,69.8499984741211
2014-02-26,70.1900024414062,71.2200012207031,68.8499984741211,69.2600021362305,55322700,69.2600021362305
2014-02-27,69.3399963378906,70.0100021362305,68.870002746582,68.9400024414062,41653700,68.9400024414062
2014-02-28,69.4700012207031,69.879997253418,67.379997253418,68.4599990844727,66783700,68.4599990844727
2014-03-03,66.9599990844727,68.0500030517578,66.5100021362305,67.4100036621094,56824100,67.4100036621094
2014-03-04,68.6600036621094,68.9000015258789,67.620002746582,68.8000030517578,42013500,68.8000030517578
2014-03-05,69.6900024414062,71.9700012207031,69.620002746582,71.5699996948242,74567700,71.5699996948242
2014-03-06,71.879997253418,71.8899993896484,70.25,70.8399963378906,46026500,70.8399963378906
2014-03-07,71.0800018310547,71.1800003051758,69.4700012207031,69.8000030517578,38927000,69.8000030517578
2014-03-10,70.7699966430664,72.1500015258789,70.5100021362305,72.0299987792969,59871600,72.0299987792969
2014-03-11,72.5,72.5899963378906,69.9599990844727,70.0999984741211,59408300,70.0999984741211
2014-03-12,69.8600006103516,71.3499984741211,69,70.879997253418,46340500,70.879997253418
2014-03-13,71.2900009155273,71.3499984741211,68.1500015258789,68.8300018310547,57091000,68.8300018310547
2014-03-14,68.4899978637695,69.4300003051758,67.4599990844727,67.7200012207031,48227000,67.7200012207031
2014-03-17,68.1800003051758,68.9499969482422,66.620002746582,68.7399978637695,52197000,68.7399978637695
2014-03-18,68.7600021362305,69.5999984741211,68.3000030517578,69.1900024414062,40827000,69.1900024414062
2014-03-19,69.1699981689453,69.2900009155273,67.4700012207031,68.2399978637695,43981000,68.2399978637695
2014-03-20,68.0100021362305,68.2300033569336,66.8199996948242,66.9700012207031,44439000,66.9700012207031
2014-03-21,67.5299987792969,67.9199981689453,66.1800003051758,67.2399978637695,59999900,67.2399978637695
2014-03-24,67.1900024414062,67.3600006103516,63.3600006103516,64.0999984741211,85696000,64.0999984741211
2014-03-25,64.8899993896484,66.1900024414062,63.7799987792969,64.8899993896484,68786000,64.8899993896484
2014-03-26,64.7399978637695,64.9499969482422,60.3699989318848,60.3899993896484,97503900,60.3899993896484
2014-03-27,60.5099983215332,61.9000015258789,57.9799995422363,60.9700012207031,112650000,60.9700012207031
2014-03-28,61.3400001525879,61.9500007629395,59.3400001525879,60.0099983215332,67052000,60.0099983215332
2014-03-31,60.7799987792969,61.5200004577637,59.8699989318848,60.2400016784668,53011000,60.2400016784668
2014-04-01,60.4599990844727,62.6599998474121,60.2400016784668,62.6199989318848,59291000,62.6199989318848
2014-04-02,63.2099990844727,63.9099998474121,62.2099990844727,62.7200012207031,66277000,62.7200012207031
2014-04-03,62.5499992370605,63.1699981689453,59.1300010681152,59.4900016784668,83859000,59.4900016784668
2014-04-04,59.939998626709,60.2000007629395,56.3199996948242,56.75,125214400,56.75
2014-04-07,55.9000015258789,58,55.439998626709,56.9500007629395,108488000,56.9500007629395
2014-04-08,57.6800003051758,58.7099990844727,57.1699981689453,58.189998626709,78836000,58.189998626709
2014-04-09,59.6300010681152,62.4599990844727,59.189998626709,62.4099998474121,100215000,62.4099998474121
2014-04-10,63.0800018310547,63.1800003051758,58.6800003051758,59.1599998474121,114988000,59.1599998474121
2014-04-11,57.5999984741211,60.310001373291,57.310001373291,58.5299987792969,91452000,58.5299987792969
2014-04-14,60.0900001525879,60.4500007629395,57.7799987792969,58.8899993896484,72325000,58.8899993896484
2014-04-15,59.2900009155273,59.6800003051758,55.8800010681152,59.0900001525879,108623000,59.0900001525879
2014-04-16,59.7900009155273,60.189998626709,57.7400016784668,59.7200012207031,78774000,59.7200012207031
