"Fecha","T.Open","T.High","T.Low","T.Close","T.Volume","T.Adjusted"
2013-11-01,27.5679759979248,27.7945613861084,27.3111782073975,27.3716011047363,54930774,12.9123878479004
2013-11-04,27.5302104949951,27.5830821990967,27.3262844085693,27.5302104949951,26511776,12.9872121810913
2013-11-05,27.3791542053223,27.4395771026611,26.8277950286865,26.8353462219238,44541876,12.6594142913818
2013-11-06,27.0166168212891,27.1903324127197,26.9788513183594,27.0543804168701,27613741,12.7627420425415
2013-11-07,27.0543804168701,27.0543804168701,26.4577045440674,26.5181274414062,38780357,12.509765625
2013-11-08,26.4350452423096,26.5634441375732,26.1027183532715,26.5634441375732,39438385,12.5311470031738
2013-11-11,26.5483379364014,26.6238670349121,26.4123878479004,26.4577045440674,16377350,12.4812641143799
2013-11-12,26.5483379364014,26.676736831665,26.4123878479004,26.5634441375732,26359119,12.5311470031738
2013-11-13,26.4350452423096,26.5634441375732,26.3217525482178,26.4879150390625,29561213,12.4955158233643
2013-11-14,26.5105743408203,26.722053527832,26.4803638458252,26.5558910369873,18338989,12.5275812149048
2013-11-15,26.5256805419922,26.7975826263428,26.5105743408203,26.7598190307617,23415602,12.6237831115723
2013-11-18,26.7900295257568,26.9184284210205,26.7145023345947,26.8882179260254,19909915,12.6843595504761
2013-11-19,26.9184284210205,27.0619335174561,26.8580055236816,26.9788513183594,16541659,12.7271118164062
2013-11-20,27.0921459197998,27.1374626159668,26.684289932251,26.7371597290039,23092414,12.6130952835083
2013-11-21,26.774923324585,26.8731117248535,26.5709972381592,26.6616306304932,30475435,12.5774698257446
2013-11-22,26.631420135498,26.7522659301758,26.4728107452393,26.7522659301758,21290450,12.6202239990234
2013-11-25,26.7824764251709,26.8504524230957,26.676736831665,26.7145023345947,18626826,12.6024084091187
2013-11-26,26.7371597290039,26.8428993225098,26.638973236084,26.6465263366699,18775512,12.5703411102295
2013-11-27,26.6540794372559,26.7522659301758,26.5861034393311,26.7447128295898,15188001,12.6166582107544
2013-11-29,26.7975826263428,26.8353462219238,26.5861034393311,26.593656539917,12292943,12.5453987121582
2013-12-02,26.5709972381592,26.593656539917,26.2839889526367,26.2839889526367,31383699,12.3993148803711
2013-12-03,26.2613296508789,26.2764358520508,26.0725078582764,26.2386703491211,23237524,12.3779373168945
2013-12-04,25.9365558624268,26.1706943511963,25.8308162689209,26.1329307556152,36041398,12.328052520752
2013-12-05,25.9969787597656,26.1027183532715,25.8383693695068,25.868579864502,33241271,12.2033462524414
2013-12-06,26.0800590515137,26.1178245544434,25.906343460083,26.0800590515137,25877448,12.303111076355
2013-12-09,26.0649547576904,26.2311172485352,25.8836860656738,26.20090675354,23879267,12.3601150512695
2013-12-10,26.2764358520508,26.3670692443848,25.9743194580078,25.9818725585938,24347168,12.2567958831787
2013-12-11,25.9818725585938,26.0196361541748,25.6193351745605,25.6419944763184,36398614,12.0964555740356
2013-12-12,25.7175235748291,25.777946472168,25.4909362792969,25.5966777801514,29031348,12.075080871582
2013-12-13,25.5891246795654,25.6419944763184,25.3776435852051,25.5664653778076,32918347,12.060827255249
2013-12-16,25.725076675415,26.0649547576904,25.725076675415,25.7930507659912,28265679,12.1677179336548
2013-12-17,25.8308162689209,25.8987922668457,25.4984893798828,25.5664653778076,31077987,12.060827255249
2013-12-18,25.5891246795654,26.0120849609375,25.4003028869629,25.9667663574219,34225003,12.2496633529663
2013-12-19,25.8987922668457,26.0347423553467,25.777946472168,26.0196361541748,26536932,12.2746067047119
2013-12-20,26.0498485565186,26.1480350494385,25.8761329650879,25.906343460083,45045393,12.2211627960205
2013-12-23,26.0271892547607,26.2613296508789,25.9969787597656,26.20090675354,26420288,12.3601150512695
2013-12-24,26.2386703491211,26.4199409484863,26.208459854126,26.3972816467285,10539040,12.4527606964111
2013-12-26,26.4199409484863,26.5709972381592,26.3897285461426,26.5558910369873,14596306,12.5275812149048
2013-12-27,26.4803638458252,26.6238670349121,26.4048347473145,26.5709972381592,18683758,12.5347061157227
2013-12-30,26.4577045440674,26.6616306304932,26.4425983428955,26.5861034393311,19151130,12.5418367385864
2013-12-31,26.5634441375732,26.6465263366699,26.4048347473145,26.5558910369873,24395230,12.5275812149048
2014-01-02,26.6163139343262,26.6540794372559,26.3972816467285,26.3972816467285,26784388,12.4527606964111
2014-01-03,26.5483379364014,26.5558910369873,26.1404838562012,26.2839889526367,32594629,12.3993148803711
2014-01-06,26.4425983428955,26.4728107452393,26.2839889526367,26.4048347473145,27527946,12.4563245773315
2014-01-07,26.5332336425781,26.5483379364014,26.3670692443848,26.3972816467285,34060032,12.4527606964111
2014-01-08,26.0196361541748,26.1329307556152,25.7552871704102,25.861026763916,49975042,12.4161529541016
2014-01-09,25.861026763916,25.861026763916,25.3096675872803,25.3323268890381,47772833,12.1623125076294
2014-01-10,25.4833831787109,25.5362548828125,25.3096675872803,25.392749786377,33552940,12.1913223266602
2014-01-13,25.3700904846191,25.4154071807861,25.0755290985107,25.1510562896729,38768044,12.075288772583
2014-01-14,25.1737155914307,25.3398780822754,25.045316696167,25.2870082855225,30297886,12.1405572891235
2014-01-15,25.4229602813721,25.6797580718994,25.3398780822754,25.5211486816406,34141194,12.2529697418213
2014-01-16,25.5966777801514,25.7401809692383,25.5362548828125,25.6495475769043,21500436,12.3146162033081
2014-01-17,25.7024173736572,25.7024173736572,25.4380664825439,25.4531726837158,31672331,12.2203340530396
2014-01-21,25.5589122772217,25.6797580718994,25.0755290985107,25.3549842834473,38954066,12.173192024231
2014-01-22,25.3776435852051,25.4229602813721,25.1586093902588,25.1812686920166,23053091,12.0897884368896
2014-01-23,25.090633392334,25.5287017822266,25.0377635955811,25.5287017822266,37685409,12.2565975189209
2014-01-24,25.5513591766357,25.8987922668457,25.2416915893555,25.2416915893555,43935748,12.1188011169434
2014-01-27,25.3247737884521,25.4833831787109,25.2492446899414,25.3096675872803,43409061,12.1514358520508
2014-01-28,25.3021144866943,25.5362548828125,25.1888217926025,25.4531726837158,33705862,12.2203340530396
2014-01-29,24.4712982177734,25.3398780822754,24.176736831665,25.1586093902588,110077095,12.0789089202881
2014-01-30,25.3323268890381,25.3700904846191,24.9320240020752,25.1888217926025,38497948,12.0934162139893
2014-01-31,24.9018135070801,25.4456195831299,24.7507553100586,25.1661624908447,45296556,12.0825347900391
