"Fecha","ADI.Open","ADI.High","ADI.Low","ADI.Close","ADI.Volume","ADI.Adjusted"
2013-11-01,49.6800003051758,49.75,49.0499992370605,49.6800003051758,4688500,39.7788124084473
2013-11-04,49.560001373291,49.6800003051758,49.0099983215332,49.1599998474121,1763000,39.3624496459961
2013-11-05,48.8300018310547,50.0400009155273,48.5699996948242,49.7900009155273,6844300,39.8668785095215
2013-11-06,49.9900016784668,50.0499992370605,49.5499992370605,49.9300003051758,1085500,39.9789848327637
2013-11-07,49.9500007629395,50.0400009155273,49.0800018310547,49.1399993896484,1497800,39.3464202880859
2013-11-08,49.2999992370605,49.810001373291,48.8899993896484,49.7999992370605,1240200,39.8748893737793
2013-11-11,49.6699981689453,49.8300018310547,49.3400001525879,49.6599998474121,1088900,39.7627906799316
2013-11-12,49.4300003051758,49.9300003051758,49.3699989318848,49.8499984741211,1344600,39.9149208068848
2013-11-13,49.5900001525879,50.3800010681152,49.5200004577637,50.3499984741211,1514000,40.3152770996094
2013-11-14,50.3699989318848,50.4099998474121,49.9599990844727,50.3600006103516,1070800,40.3232879638672
2013-11-15,50.310001373291,50.7900009155273,50.0499992370605,50.689998626709,1796000,40.5875282287598
2013-11-18,50.689998626709,50.7000007629395,50.0200004577637,50.1100006103516,1780900,40.1231155395508
2013-11-19,50.189998626709,50.25,49.3899993896484,49.4500007629395,1500900,39.5946502685547
2013-11-20,49.4599990844727,49.5400009155273,48.7999992370605,49.0800018310547,2245800,39.2983932495117
2013-11-21,49.4199981689453,49.9000015258789,49,49.7700004577637,1197000,39.8508758544922
2013-11-22,49.7700004577637,49.8499984741211,49.4700012207031,49.7599983215332,1459500,39.8428611755371
2013-11-25,49.8899993896484,49.9000015258789,49.2400016784668,49.6599998474121,1902300,39.7627906799316
2013-11-26,49.1300010681152,50.0400009155273,49.1300010681152,49.9199981689453,1918100,39.9709815979004
2013-11-27,47.2000007629395,48.5699996948242,46.1199989318848,48.5400009155273,7832300,38.8660087585449
2013-11-29,48.6599998474121,48.810001373291,48.189998626709,48.2200012207031,1909500,38.6097793579102
2013-12-02,47.7999992370605,48.439998626709,47.7999992370605,48.4000015258789,2629500,38.7539024353027
2013-12-03,48.4000015258789,49.8199996948242,48.4000015258789,49.560001373291,5500700,39.6827278137207
2013-12-04,49.1599998474121,49.3600006103516,48.4700012207031,48.7700004577637,2455100,39.3199272155762
2013-12-05,48.7799987792969,48.9700012207031,48.5800018310547,48.8199996948242,2226300,39.360237121582
2013-12-06,49.3899993896484,49.5,48.9199981689453,49.2700004577637,2217900,39.7230415344238
2013-12-09,49.5,49.5900001525879,48.9000015258789,49.0099983215332,1563300,39.5134124755859
2013-12-10,48.8499984741211,49.2200012207031,48.7200012207031,48.9099998474121,1485100,39.432788848877
2013-12-11,49.0099983215332,49.2099990844727,48.6100006103516,48.6699981689453,1376900,39.2392921447754
2013-12-12,48.7299995422363,48.8699989318848,48.0099983215332,48.1100006103516,2107200,38.7878112792969
2013-12-13,48.4099998474121,48.4300003051758,48.0200004577637,48.4099998474121,1831800,39.0296783447266
2013-12-16,48.5,48.8400001525879,48.3899993896484,48.7400016784668,1536300,39.2957344055176
2013-12-17,48.6399993896484,49,48.5400009155273,48.939998626709,1419600,39.4569854736328
2013-12-18,48.9000015258789,49.7799987792969,48.6300010681152,49.7799987792969,1771600,40.1342163085938
2013-12-19,49.7700004577637,49.7700004577637,49.0900001525879,49.6599998474121,1589500,40.0374603271484
2013-12-20,49.6300010681152,50.2599983215332,49.4500007629395,50.0099983215332,2828400,40.3196487426758
2013-12-23,50.2299995422363,50.6300010681152,50.0499992370605,50.6199989318848,1873100,40.8114585876465
2013-12-24,50.3699989318848,50.8400001525879,50.3499984741211,50.6300010681152,710000,40.819507598877
2013-12-26,50.8400001525879,50.9099998474121,50.560001373291,50.7400016784668,688700,40.9081993103027
2013-12-27,50.7700004577637,50.9300003051758,50.6300010681152,50.7000007629395,631000,40.8759498596191
2013-12-30,50.5099983215332,50.9000015258789,50.5099983215332,50.8499984741211,918400,40.9968757629395
2013-12-31,51,51.2000007629395,50.7000007629395,50.9300003051758,857000,41.0613784790039
2014-01-02,49.5200004577637,49.75,49.0400009155273,49.2799987792969,2799000,39.731086730957
2014-01-03,49.2700004577637,49.7900009155273,49.1399993896484,49.6100006103516,1644700,39.9971542358398
2014-01-06,49.3499984741211,49.5,49.1500015258789,49.3300018310547,2165000,39.7714157104492
2014-01-07,49.4900016784668,49.7799987792969,49.3400001525879,49.5900001525879,1338500,39.9810333251953
2014-01-08,49.7099990844727,49.9000015258789,49.3800010681152,49.7099990844727,1201600,40.0777931213379
2014-01-09,49.4500007629395,49.6300010681152,49.189998626709,49.5200004577637,2470900,39.9245986938477
